Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction Rating
Female,59,Returning,Business,Business,3792,0,0,3,3,5,5,3,5,5,5,5,2,5,3,5,5,Satisfied
Male,25,First-time,Business,Business,762,26,7,0,2,3,2,3,3,3,5,3,3,5,1,3,5,Neutral
Male,48,Returning,Business,Business,762,0,0,3,3,3,4,3,4,4,4,4,2,4,3,4,4,Satisfied
Male,32,Returning,Business,Business,2072,160,155,5,5,2,2,5,2,2,5,2,2,5,5,5,4,Satisfied
Female,35,Returning,Business,Business,762,16,0,2,2,4,4,2,4,4,4,3,4,4,2,4,4,Neutral
Female,38,Returning,Business,Business,3131,4,0,3,3,5,5,3,4,4,4,4,4,4,3,4,4,Satisfied
Male,29,First-time,Business,Business,762,0,0,1,1,5,1,1,4,3,2,3,3,4,1,3,4,Neutral
Male,26,Returning,Business,Business,3578,0,0,5,5,4,4,5,4,4,4,4,4,4,5,4,4,Satisfied
Female,41,Returning,Business,Business,762,10,0,1,5,4,4,1,5,5,5,3,5,5,1,5,5,Satisfied
Male,55,Returning,Business,Business,3840,0,0,4,5,4,5,5,5,4,5,3,5,5,5,5,5,Very Satisfied
Male,42,Returning,Business,Business,2455,0,0,2,2,5,5,2,5,4,5,4,3,5,2,5,5,Satisfied
Female,34,Returning,Business,Business,2408,68,54,2,2,2,2,2,3,1,3,2,1,3,3,3,3,Dissatisfied
Female,23,Returning,Business,Business,762,0,13,1,1,4,4,1,2,4,4,4,4,3,4,4,3,Neutral
Female,35,Returning,Business,Economy,762,0,7,3,3,1,4,3,4,4,3,4,4,4,4,4,4,Satisfied
Male,26,Returning,Business,Business,1788,0,0,5,5,5,3,5,3,3,5,3,3,4,5,3,4,Satisfied
Male,65,Returning,Business,Business,2772,17,3,3,3,3,4,3,4,4,4,5,5,4,3,4,4,Satisfied
Male,28,First-time,Business,Economy,762,0,0,2,2,1,2,3,2,1,4,1,1,2,3,1,2,Dissatisfied
Male,31,Returning,Business,Business,762,0,0,2,2,3,4,2,5,4,4,4,4,5,2,4,4,Satisfied
Male,38,Returning,Business,Business,1638,20,13,1,3,2,4,3,3,3,3,1,4,3,3,3,3,Neutral
Male,33,Returning,Personal,Economy,762,0,0,1,3,3,3,2,4,1,2,2,2,2,3,2,3,Dissatisfied
Male,54,Returning,Personal,Economy,762,14,21,1,3,1,3,4,4,1,5,1,1,4,3,1,3,Neutral
Female,14,First-time,Personal,Economy,762,0,0,5,3,4,3,5,3,5,4,5,5,4,3,5,5,Satisfied
Female,16,Returning,Personal,Economy,762,243,256,4,1,4,4,2,4,4,4,4,1,3,1,5,4,Neutral
Male,30,Returning,Personal,Economy,762,0,3,5,3,4,3,4,3,2,2,4,4,4,3,4,4,Satisfied
Female,69,Returning,Personal,Economy,762,0,0,3,3,2,4,4,2,4,3,2,3,2,3,2,2,Neutral
Female,17,Returning,Personal,Economy,762,0,0,5,1,5,1,4,4,3,5,3,3,5,1,3,5,Neutral
Female,7,Returning,Personal,Economy,762,0,0,2,3,4,3,3,1,5,2,5,5,4,3,5,4,Satisfied
Male,41,Returning,Personal,Economy,762,0,12,5,3,4,3,3,4,1,5,1,1,5,3,1,5,Neutral
Male,66,Returning,Personal,Economy,762,54,24,3,2,2,2,4,3,1,5,1,1,3,2,1,4,Dissatisfied
Male,56,Returning,Business,Business,3944,0,7,5,5,5,5,5,4,5,5,5,2,4,5,4,4,Very Satisfied
Male,40,Returning,Business,Business,2694,0,0,1,1,4,5,1,4,5,4,3,2,4,1,4,4,Neutral
Female,23,First-time,Business,Economy,606,64,68,0,4,3,4,2,3,4,2,5,5,4,4,5,4,Satisfied
Female,50,Returning,Business,Business,1725,0,48,1,3,3,4,1,4,4,4,5,3,4,1,4,4,Neutral
Female,38,Returning,Business,Business,1705,0,1,4,3,5,4,3,4,5,4,5,3,4,3,4,4,Satisfied
Male,51,Returning,Business,Business,2639,0,0,1,1,3,4,1,4,4,4,3,5,4,1,4,4,Neutral
Female,44,Returning,Business,Business,2017,0,0,2,2,3,5,2,4,5,4,5,3,4,2,4,4,Satisfied
Female,33,Returning,Business,Business,3372,88,75,3,3,4,4,3,2,4,2,2,5,2,2,2,2,Neutral
Female,36,Returning,Business,Business,3903,5,0,3,3,3,4,3,4,5,4,3,2,4,3,4,4,Satisfied
Male,25,First-time,Business,Business,606,0,0,0,1,4,1,4,4,5,3,5,5,5,2,5,4,Neutral
Female,46,Returning,Business,Business,606,0,0,4,1,4,5,4,4,4,5,4,5,4,4,4,4,Satisfied
Female,51,Returning,Business,Business,3231,0,4,5,5,3,4,5,4,4,4,3,3,4,5,4,4,Satisfied
Female,57,Returning,Business,Economy,206,57,138,1,1,3,3,1,3,3,4,3,3,4,3,2,4,Neutral
Male,8,Returning,Personal,Economy,606,0,0,4,3,5,3,3,3,1,4,1,1,5,3,1,4,Neutral
Female,59,Returning,Personal,Economy,606,1,0,5,4,4,5,2,3,4,4,3,4,3,4,3,3,Satisfied
Male,32,Returning,Personal,Economy,606,0,16,5,2,4,2,3,5,5,2,2,2,4,2,2,4,Neutral
Male,66,Returning,Personal,Economy,606,0,0,5,4,3,4,4,3,3,5,3,3,5,4,3,4,Satisfied
Male,48,Returning,Personal,Economy,606,0,0,4,2,5,2,5,5,2,4,4,4,3,2,4,5,Satisfied
Male,59,Returning,Business,Business,3451,0,0,1,1,4,4,1,4,5,4,3,3,4,1,4,4,Neutral
Female,51,Returning,Business,Business,3590,0,3,5,5,5,4,5,5,5,5,5,2,5,5,5,5,Very Satisfied
Female,38,Returning,Personal,Economy Plus,606,87,109,5,1,3,1,2,5,4,2,4,4,4,1,4,4,Neutral
Male,52,Returning,Business,Business,594,0,0,1,1,1,3,1,1,4,1,2,5,1,1,1,1,Dissatisfied
Male,45,Returning,Business,Business,3772,0,0,5,5,4,5,5,4,5,4,4,2,4,5,4,4,Satisfied
Female,17,Returning,Personal,Business,594,0,0,3,3,4,3,5,3,2,2,2,2,1,3,2,3,Neutral
Female,53,Returning,Business,Business,594,28,17,3,3,5,4,3,5,4,5,5,5,5,3,5,5,Satisfied
Female,34,Returning,Business,Business,594,0,0,3,3,3,4,3,5,5,5,5,5,5,3,5,5,Satisfied
Female,39,Returning,Business,Business,2369,24,22,3,3,4,5,3,4,4,4,5,4,4,3,4,4,Satisfied
Female,52,Returning,Business,Business,594,0,0,2,2,2,4,2,3,4,3,4,2,3,3,3,3,Neutral
Female,59,Returning,Business,Business,3718,55,49,2,2,4,4,2,5,5,5,3,3,5,2,5,5,Satisfied
Male,30,Returning,Business,Business,594,0,0,1,1,4,5,1,3,5,3,5,5,4,1,5,5,Neutral
Female,27,First-time,Business,Economy,594,0,0,2,1,3,1,4,2,1,4,1,1,4,1,1,3,Dissatisfied
Female,43,First-time,Business,Business,594,11,0,4,4,5,4,4,5,4,3,4,4,4,4,4,5,Satisfied
Male,28,Returning,Business,Business,2368,0,0,4,3,4,4,4,5,4,3,4,4,5,4,4,4,Satisfied
Female,59,Returning,Business,Business,594,0,0,5,3,3,5,5,4,4,4,5,5,4,5,4,4,Satisfied
Male,23,First-time,Business,Business,594,0,0,3,4,5,4,3,4,3,2,3,3,5,4,3,4,Satisfied
Male,57,Returning,Business,Business,3697,0,0,1,1,4,4,1,5,4,5,4,2,5,1,5,5,Neutral
Male,26,First-time,Business,Business,594,0,0,4,4,3,4,2,3,4,3,4,4,4,5,4,4,Satisfied
Male,57,Returning,Business,Business,3216,2,4,1,5,3,5,5,4,4,4,4,4,4,5,4,4,Satisfied
Female,12,Returning,Business,Business,594,0,0,1,1,4,3,1,3,3,3,3,3,3,3,3,4,Neutral
Male,46,Returning,Business,Economy,194,42,25,4,4,2,4,4,5,4,2,4,4,3,4,4,3,Satisfied
Male,46,Returning,Personal,Economy,594,0,0,2,4,2,4,3,1,4,5,4,4,3,4,4,3,Neutral
Female,49,Returning,Personal,Economy,594,13,16,3,2,3,3,2,4,3,2,1,1,4,2,4,4,Neutral
Female,52,Returning,Personal,Economy,594,0,0,4,3,2,5,3,5,3,3,5,4,5,3,5,5,Satisfied
Male,27,Returning,Personal,Economy,594,0,0,4,2,5,2,3,2,5,1,5,5,1,1,5,1,Neutral
Male,50,Returning,Personal,Economy,594,0,22,3,3,4,3,4,2,1,3,3,3,3,3,3,4,Neutral
Female,49,Returning,Personal,Economy,594,0,3,3,2,3,4,3,2,3,2,1,3,2,2,2,2,Dissatisfied
Male,53,Returning,Personal,Economy,594,0,0,3,3,1,3,3,1,1,5,3,3,5,3,3,3,Neutral
Female,50,Returning,Business,Business,594,0,0,2,2,5,4,2,3,5,3,3,4,3,2,3,3,Neutral
Female,45,Returning,Business,Business,594,34,17,1,1,3,5,1,4,4,4,4,3,4,1,4,4,Neutral
Male,54,Returning,Business,Business,1900,0,0,1,1,4,5,1,4,4,4,5,3,4,1,4,4,Neutral
Male,57,Returning,Business,Business,1905,1,2,3,2,4,4,3,2,5,2,3,3,2,3,2,2,Neutral
Male,58,Returning,Personal,Economy Plus,594,0,0,4,1,5,1,4,4,5,4,4,4,3,2,4,1,Neutral
Female,17,Returning,Business,Business,2728,0,0,1,1,5,5,1,3,5,4,5,5,5,1,5,5,Satisfied
Female,54,Returning,Business,Business,825,0,0,5,4,3,4,5,5,4,5,4,5,5,5,5,5,Very Satisfied
Female,40,Returning,Business,Business,1695,0,0,5,5,4,5,5,3,4,4,5,4,3,5,3,3,Satisfied
Male,48,Returning,Business,Business,1846,54,35,3,3,5,5,3,4,5,4,4,2,4,3,4,4,Satisfied
Female,58,Returning,Business,Business,2896,21,40,1,1,5,5,1,5,4,5,3,2,5,1,5,5,Neutral
Male,25,Returning,Business,Business,1835,0,0,4,4,3,4,4,3,4,4,4,4,5,4,4,5,Satisfied
Male,20,Returning,Business,Business,825,0,0,1,1,3,2,1,1,3,2,3,3,3,3,3,3,Dissatisfied
Male,27,Returning,Business,Business,825,0,0,5,4,3,2,5,2,2,4,2,2,3,2,2,3,Neutral
Female,28,First-time,Business,Business,802,0,0,3,3,4,3,3,3,1,4,1,1,4,3,1,4,Neutral
Male,48,Returning,Business,Economy,802,0,0,1,2,4,4,1,3,4,4,4,4,4,4,4,4,Neutral
Female,40,Returning,Business,Business,802,0,0,5,5,1,3,5,2,4,2,1,3,2,2,2,2,Neutral
Female,9,First-time,Business,Business,802,0,0,2,5,5,5,3,3,1,5,1,1,5,5,1,5,Neutral
Female,38,Returning,Business,Economy,425,0,0,5,5,1,4,5,3,4,1,4,4,4,4,4,2,Satisfied
Male,70,Returning,Business,Business,402,18,0,3,3,5,3,3,4,4,4,3,3,4,3,4,4,Satisfied
Female,9,Returning,Personal,Economy,825,22,29,4,1,5,1,4,5,3,2,2,2,4,1,2,5,Neutral
Female,32,Returning,Personal,Economy,825,0,0,5,4,3,4,4,3,4,4,4,4,4,4,4,5,Satisfied
Male,32,Returning,Personal,Economy,802,35,17,3,4,5,4,3,1,2,2,2,2,3,4,2,3,Neutral
Female,15,Returning,Personal,Economy,802,0,0,1,4,2,4,2,2,4,1,4,4,2,4,4,2,Neutral
Female,58,Returning,Personal,Economy,802,0,0,5,2,4,5,3,5,2,2,1,4,5,2,5,2,Neutral
Male,20,Returning,Personal,Economy,825,0,0,5,1,4,1,4,3,1,5,1,1,4,1,1,5,Neutral
Male,39,Returning,Business,Business,3256,14,15,5,5,4,4,5,5,4,5,3,5,5,5,5,5,Very Satisfied
Male,50,Returning,Business,Business,3477,0,52,5,5,5,5,5,2,4,2,5,2,2,5,2,2,Satisfied
Male,77,Returning,Business,Economy Plus,802,0,0,2,2,1,2,2,3,3,2,3,3,2,2,3,2,Dissatisfied
Female,8,Returning,Business,Economy Plus,802,0,0,2,5,2,1,2,1,1,4,1,1,3,1,1,3,Dissatisfied
Male,23,First-time,Business,Business,641,0,0,0,4,4,4,2,5,4,4,4,4,5,4,4,5,Satisfied
Male,52,Returning,Business,Business,3830,0,0,1,2,3,5,1,5,5,4,5,4,5,1,5,5,Satisfied
Male,42,Returning,Business,Business,641,0,0,5,5,4,5,5,5,4,5,4,2,5,5,5,5,Very Satisfied
Female,49,Returning,Business,Business,767,0,0,3,3,5,4,3,5,4,4,4,5,5,3,5,5,Satisfied
Female,59,Returning,Business,Business,604,18,23,5,5,1,3,5,1,3,1,3,1,1,1,1,1,Dissatisfied
Female,17,First-time,Business,Economy,767,0,0,1,1,1,1,3,4,5,5,5,5,4,1,5,4,Neutral
Female,29,Returning,Personal,Business,604,0,4,4,5,4,5,5,5,1,4,4,4,4,5,4,4,Satisfied
Female,43,Returning,Business,Business,641,15,5,3,3,4,5,3,4,5,4,4,3,4,3,4,4,Satisfied
Female,47,Returning,Business,Business,767,167,184,3,3,5,5,3,2,5,4,5,5,5,3,4,4,Satisfied
Female,34,Returning,Business,Business,604,0,0,1,1,4,4,1,4,5,4,3,4,4,1,4,4,Neutral
Female,57,Returning,Business,Business,604,30,30,1,1,5,4,1,5,4,5,3,3,5,1,5,5,Neutral
Male,51,Returning,Business,Business,2534,0,0,2,2,4,4,2,4,4,4,4,2,4,2,4,4,Neutral
Male,50,First-time,Business,Business,604,0,0,3,3,3,3,2,3,5,4,5,5,4,3,5,4,Satisfied
Male,26,First-time,Business,Business,641,0,0,2,2,3,2,1,4,4,2,4,4,4,2,4,4,Neutral
Female,45,Returning,Business,Business,641,9,24,4,5,4,4,4,5,4,5,4,2,5,4,5,5,Satisfied
Female,43,Returning,Business,Business,641,0,0,5,5,4,4,5,2,5,2,5,5,2,5,2,2,Satisfied
Female,47,Returning,Business,Business,604,0,0,5,5,5,4,5,5,4,5,4,2,5,5,5,5,Very Satisfied
Female,32,Returning,Business,Business,604,0,0,4,4,3,3,4,4,3,3,3,3,4,4,3,5,Satisfied
Male,49,Returning,Business,Business,3536,0,0,2,2,3,5,2,4,4,4,3,5,4,2,4,4,Neutral
Female,43,Returning,Business,Business,767,0,0,2,2,4,4,2,4,5,4,5,5,4,2,4,4,Satisfied
Male,31,Returning,Business,Business,3389,22,31,4,2,3,5,4,4,5,5,5,5,5,4,5,5,Satisfied
Male,48,Returning,Business,Business,3764,0,5,1,2,3,4,1,5,4,5,3,3,5,1,5,5,Neutral
Male,50,First-time,Business,Business,641,7,17,2,2,4,2,3,3,1,2,1,1,5,2,1,5,Dissatisfied
Male,49,Returning,Business,Business,2032,0,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Satisfied
Male,45,Returning,Business,Business,2509,136,147,1,2,4,4,1,4,4,5,4,4,4,1,5,5,Neutral
Female,51,Returning,Business,Business,604,0,0,1,1,3,4,1,5,5,5,3,2,5,1,5,5,Neutral
Female,22,First-time,Business,Economy,767,0,0,5,5,4,5,5,5,2,2,1,1,4,5,1,5,Satisfied
Male,40,Returning,Business,Business,3234,2,0,4,4,5,4,4,5,4,4,4,4,5,4,5,5,Satisfied
Female,26,Returning,Business,Business,3877,0,0,5,5,1,3,5,4,3,5,3,3,3,3,3,4,Satisfied
Female,23,Returning,Business,Business,2828,0,0,5,3,4,3,5,3,3,2,3,3,4,5,3,5,Satisfied
Female,20,Returning,Business,Business,604,0,0,5,5,3,5,5,5,4,3,4,4,5,5,4,5,Satisfied
Female,58,Returning,Business,Business,2675,3,26,4,3,4,4,4,4,4,4,4,2,4,4,4,4,Satisfied
Female,21,First-time,Business,Business,767,15,7,0,4,3,4,3,3,4,2,4,4,4,4,4,5,Neutral
Male,8,First-time,Business,Business,767,0,0,0,2,4,2,3,3,2,5,2,2,4,2,2,4,Neutral
Male,35,Returning,Business,Business,3723,26,11,2,2,4,4,2,3,4,3,5,5,3,2,3,3,Neutral
Male,72,Returning,Business,Economy,767,0,0,3,3,2,1,3,1,1,2,1,1,3,1,1,3,Dissatisfied
Male,57,Returning,Business,Business,767,0,3,5,5,4,5,5,4,5,4,3,5,4,5,4,4,Satisfied
Female,40,First-time,Business,Business,604,0,0,2,2,2,2,3,1,3,2,3,3,4,3,3,3,Neutral
Male,51,Returning,Business,Business,3923,35,63,4,2,1,4,4,2,4,2,4,2,2,2,2,2,Neutral
Male,23,Returning,Business,Economy,604,0,0,4,4,2,3,4,1,2,5,3,3,3,3,3,3,Neutral
Female,41,Returning,Business,Business,641,2,0,1,1,5,4,1,4,5,5,5,3,4,1,4,4,Neutral
Female,43,Returning,Business,Business,3952,0,0,4,4,1,4,4,4,3,4,3,4,4,4,4,4,Satisfied
Female,29,First-time,Business,Business,767,0,0,3,3,5,3,4,4,2,4,2,2,4,3,2,5,Neutral
Female,32,First-time,Business,Economy,767,124,108,3,3,2,3,3,3,4,4,4,4,4,3,4,3,Neutral
Female,25,First-time,Business,Business,641,0,4,0,2,4,2,3,3,4,4,4,4,4,2,4,5,Neutral
Female,42,Returning,Business,Business,767,0,0,4,4,3,4,4,5,5,5,5,3,5,4,5,5,Satisfied
Female,34,First-time,Business,Business,641,4,0,2,2,3,2,3,3,1,4,5,5,4,1,5,4,Neutral
Female,16,Returning,Business,Business,3297,0,5,4,2,5,5,2,3,5,4,5,5,5,2,5,4,Satisfied
Female,29,First-time,Business,Economy,641,50,40,1,2,3,2,3,3,4,5,5,5,3,2,5,4,Neutral
Male,47,Returning,Business,Economy,604,0,19,5,5,4,3,5,4,3,4,3,3,3,3,3,4,Satisfied
Female,35,Returning,Business,Economy,604,0,0,1,2,3,3,2,3,3,2,3,3,3,3,3,3,Neutral
Female,42,Returning,Business,Economy,604,0,0,4,4,2,2,4,2,1,2,3,3,2,2,2,2,Neutral
Male,49,Returning,Business,Business,3887,0,0,5,5,2,2,5,2,3,2,3,2,2,2,2,2,Neutral
Female,22,First-time,Business,Economy,641,0,0,2,3,3,3,4,3,5,1,5,5,4,3,5,3,Satisfied
Male,39,Returning,Business,Economy,241,0,13,1,1,2,5,1,4,4,1,4,4,1,4,4,4,Neutral
Male,30,Returning,Business,Business,2971,8,12,2,3,4,4,2,1,4,1,4,4,3,2,4,1,Neutral
Female,25,First-time,Business,Economy,604,0,0,3,3,4,3,3,3,4,1,4,4,4,3,4,4,Neutral
Male,58,Returning,Business,Economy,204,0,0,1,1,1,1,1,3,1,3,1,1,1,1,1,2,Very Dissatisfied
Male,57,Returning,Business,Economy,204,0,0,2,2,2,4,2,5,4,2,4,4,3,4,4,2,Neutral
Male,54,Returning,Business,Economy,367,0,0,4,4,3,4,4,5,4,5,4,4,4,4,4,4,Satisfied
Male,64,Returning,Business,Economy,204,0,0,3,3,1,5,3,5,5,2,5,5,4,5,5,1,Satisfied
Male,21,First-time,Business,Economy,204,0,0,1,4,2,4,2,1,5,2,5,5,1,4,5,4,Neutral
Female,34,Returning,Business,Business,2499,0,0,1,1,4,2,1,4,2,4,4,5,4,1,4,4,Neutral
Female,21,Returning,Business,Economy,604,0,11,4,4,4,2,4,4,4,3,2,2,3,2,2,4,Neutral
Female,37,First-time,Business,Economy,204,0,0,0,3,4,3,4,2,4,1,4,4,5,3,4,3,Neutral
Male,47,Returning,Personal,Economy,604,98,99,4,1,5,1,5,3,1,5,1,1,5,1,1,5,Neutral
Male,67,Returning,Personal,Economy,641,13,8,4,3,5,3,2,4,5,5,4,4,4,3,4,5,Satisfied
Male,31,Returning,Personal,Economy,604,0,0,4,3,3,3,3,5,2,3,2,2,5,3,2,4,Neutral
Female,24,Returning,Personal,Economy,641,0,0,5,3,5,3,2,4,1,4,1,1,4,3,1,5,Neutral
Male,24,Returning,Personal,Economy,604,0,0,5,4,5,4,4,4,3,3,4,4,5,3,4,5,Satisfied
Female,23,Returning,Personal,Economy,604,0,1,4,1,1,1,1,3,4,5,4,4,4,1,4,2,Neutral
Female,26,Returning,Personal,Economy,604,0,4,5,1,5,1,4,4,4,3,4,4,5,1,4,4,Satisfied
Female,68,Returning,Personal,Economy,604,6,0,3,1,4,4,4,2,5,1,2,3,2,1,2,2,Neutral
Female,8,Returning,Personal,Economy,767,0,0,5,4,4,4,2,3,1,5,1,1,5,4,1,4,Neutral
Female,29,Returning,Personal,Economy,641,0,0,5,3,4,3,1,4,1,3,1,1,5,3,1,4,Neutral
Female,52,Returning,Personal,Economy,767,13,23,4,1,3,4,1,4,4,1,4,4,4,1,4,4,Neutral
Male,22,Returning,Personal,Economy,604,0,7,4,1,4,1,4,3,3,5,3,3,4,1,3,5,Neutral
Female,53,Returning,Personal,Economy,767,0,0,5,1,5,5,2,5,4,1,3,4,5,1,5,5,Satisfied
Male,57,Returning,Personal,Economy,604,0,0,4,4,3,4,3,3,3,2,3,3,5,4,3,4,Neutral
Female,11,Returning,Personal,Economy,604,0,0,4,2,3,2,5,3,1,3,1,1,4,2,1,4,Neutral
Female,21,Returning,Personal,Economy,604,0,0,1,4,1,4,4,2,2,1,2,2,4,4,2,4,Neutral
Male,30,Returning,Personal,Economy,604,0,0,4,2,4,2,1,5,2,4,2,2,5,2,2,5,Neutral
Female,60,Returning,Personal,Economy,767,0,1,5,3,5,4,3,4,5,3,5,5,4,3,4,4,Satisfied
Male,53,Returning,Personal,Economy,767,0,9,2,4,4,4,3,3,3,5,1,1,3,4,1,3,Neutral
Female,24,First-time,Business,Economy,604,360,409,4,4,1,1,4,5,1,4,1,4,3,4,4,5,Neutral
Male,50,Returning,Business,Business,1701,0,0,3,3,5,4,3,5,4,5,5,2,5,3,5,5,Satisfied
Female,52,Returning,Business,Economy Plus,604,0,0,1,1,2,4,1,3,3,3,1,2,3,3,3,3,Dissatisfied
Male,50,Returning,Business,Business,1700,0,3,1,1,4,5,1,4,4,5,5,4,4,1,4,4,Neutral
Female,30,Returning,Business,Business,859,0,2,3,3,5,4,3,5,4,2,4,4,4,3,4,4,Satisfied
Male,38,Returning,Personal,Business,806,25,18,5,1,1,4,1,5,5,1,2,5,5,1,5,2,Neutral
Female,38,Returning,Business,Business,1870,0,0,5,5,4,5,5,5,5,4,4,3,5,5,5,5,Very Satisfied
Male,51,Returning,Business,Business,3143,0,6,3,3,4,4,3,4,4,4,3,3,4,3,4,4,Satisfied
Female,40,Returning,Business,Business,2031,0,0,1,1,4,5,1,4,5,4,3,4,4,1,4,4,Neutral
Female,24,First-time,Business,Business,859,0,0,5,4,4,4,1,5,5,5,5,5,4,5,5,5,Satisfied
Male,42,Returning,Business,Business,1525,0,0,4,3,5,5,4,5,5,5,5,4,5,4,5,5,Very Satisfied
Female,59,Returning,Business,Business,3490,0,3,2,2,3,4,2,5,4,5,3,4,5,2,5,5,Satisfied
Male,54,Returning,Business,Business,2431,0,3,5,5,5,5,5,5,4,5,4,5,5,5,5,5,Very Satisfied
Female,43,Returning,Business,Business,806,0,0,4,4,3,4,4,5,4,5,5,5,5,4,5,5,Satisfied
Male,25,First-time,Business,Economy,859,11,15,2,2,1,2,4,3,1,1,1,1,3,2,1,4,Dissatisfied
Female,60,Returning,Business,Business,406,0,1,3,4,5,4,3,2,5,2,3,1,2,3,2,2,Neutral
Female,45,Returning,Personal,Economy,859,17,0,2,3,2,3,4,4,3,3,4,5,4,3,4,4,Neutral
Female,64,Returning,Personal,Economy,859,0,5,5,3,4,4,3,3,5,3,5,2,3,3,3,3,Satisfied
Male,35,Returning,Personal,Economy,806,0,0,4,3,5,3,4,2,2,2,2,2,1,2,2,3,Neutral
Female,40,Returning,Personal,Economy,806,0,0,1,2,2,2,3,2,3,3,3,3,3,2,3,3,Neutral
Male,46,Returning,Business,Business,2803,0,0,5,5,4,5,5,5,4,5,4,3,5,5,5,5,Very Satisfied
Female,51,Returning,Business,Business,859,11,17,3,3,3,4,3,3,5,3,3,4,3,3,3,3,Neutral
Female,47,Returning,Business,Business,2354,25,26,1,1,3,5,1,4,4,4,5,4,4,1,4,4,Neutral
Female,56,Returning,Business,Business,3562,0,0,2,2,1,4,2,1,3,1,3,5,1,1,1,1,Dissatisfied
Male,51,Returning,Business,Business,2617,0,0,2,2,4,4,2,2,4,2,4,4,2,2,2,2,Neutral
Female,18,Returning,Business,Business,489,0,0,4,4,5,5,4,5,5,3,5,5,5,4,5,5,Very Satisfied
Male,25,First-time,Business,Business,489,0,0,4,4,5,4,4,5,2,2,2,2,4,4,2,4,Neutral
Female,25,First-time,Business,Business,489,0,1,5,4,4,4,2,5,1,3,1,1,4,4,1,5,Neutral
Male,24,Returning,Business,Business,3489,0,0,4,4,3,2,4,3,2,2,2,2,3,2,2,3,Neutral
Female,30,First-time,Business,Economy,489,0,0,1,2,4,2,2,1,1,4,4,4,3,2,4,2,Neutral
Male,25,Returning,Personal,Economy,489,8,14,3,3,2,3,2,4,5,1,3,3,4,3,3,5,Neutral
Male,39,Returning,Business,Economy Plus,489,28,34,3,3,3,4,3,4,4,3,4,4,4,4,4,3,Satisfied
Male,42,Returning,Business,Economy Plus,489,0,0,2,2,1,2,2,4,2,3,2,2,2,2,2,3,Dissatisfied
Male,48,Returning,Business,Business,2257,0,0,1,1,5,4,1,5,4,5,4,5,5,1,5,5,Satisfied
Male,43,Returning,Business,Business,3401,0,2,2,2,3,5,2,5,5,5,5,4,5,2,5,5,Satisfied
Female,25,First-time,Business,Business,1013,0,0,4,2,3,2,3,4,1,5,3,3,5,2,3,4,Neutral
Female,43,Returning,Business,Business,3550,4,25,4,4,4,5,4,5,5,5,4,2,5,4,5,5,Satisfied
Male,39,Returning,Business,Business,3708,0,0,1,1,3,4,1,4,4,4,4,4,4,1,4,4,Neutral
Male,26,Returning,Business,Economy,1013,83,85,2,2,1,4,2,4,1,4,4,4,2,4,4,1,Neutral
Female,44,Returning,Business,Business,613,0,0,2,2,5,2,2,5,1,5,4,5,5,2,5,5,Satisfied
Female,39,Returning,Business,Economy,613,0,1,5,5,2,4,5,5,4,3,4,4,1,4,4,2,Satisfied
Male,64,Returning,Personal,Economy,1013,7,19,4,3,1,3,3,4,4,4,4,4,3,4,4,3,Neutral
Female,44,Returning,Personal,Economy,1013,66,77,2,4,1,4,3,4,4,4,3,1,4,4,4,4,Neutral
Male,10,Returning,Personal,Economy,1013,0,0,2,1,1,1,3,1,3,3,3,3,3,1,3,3,Dissatisfied
Female,49,Returning,Personal,Economy,1013,31,22,3,3,3,2,3,4,2,3,4,5,4,3,4,4,Neutral
Female,45,Returning,Business,Business,2812,0,9,4,2,4,4,4,5,4,5,4,5,5,4,5,5,Satisfied
Male,42,Returning,Business,Business,3251,51,75,2,2,4,4,2,5,4,5,3,2,5,2,5,5,Satisfied
Female,54,Returning,Business,Business,3969,6,0,4,4,4,4,4,5,4,5,3,5,5,4,5,5,Satisfied
Female,44,Returning,Business,Business,2308,0,9,5,5,5,5,5,5,4,5,3,5,5,5,5,5,Very Satisfied
Female,21,First-time,Business,Economy,1080,0,0,2,2,3,2,1,4,1,4,1,1,4,2,1,4,Dissatisfied
Female,58,Returning,Business,Business,2023,0,0,2,2,3,4,2,5,4,5,4,4,5,2,5,5,Satisfied
Female,22,First-time,Business,Economy,1080,0,0,2,2,3,2,1,4,2,2,2,2,5,2,2,5,Neutral
Female,41,Returning,Business,Business,1611,0,4,4,4,3,5,4,4,5,4,5,2,4,4,4,4,Satisfied
Male,55,Returning,Business,Business,3930,0,3,3,3,3,5,3,3,5,3,3,3,3,3,3,3,Neutral
Female,25,Returning,Business,Business,1080,0,0,1,1,1,2,1,2,2,2,2,2,3,2,2,3,Dissatisfied
Female,72,Returning,Business,Business,1923,0,0,5,5,4,3,5,3,3,3,1,3,3,3,3,3,Neutral
Female,25,First-time,Business,Business,1080,0,0,5,2,4,2,5,3,4,5,2,2,4,2,2,4,Neutral
Female,51,Returning,Business,Business,990,0,0,1,4,4,5,1,5,4,5,4,2,5,1,5,5,Satisfied
